dataset,model,nb_class,thread_time_mean,process_time_mean,raw_time_mean,liczba_regul_mean,srednia_dlugosc_reguly_mean,suma_warunkow_mean,train_acc_mean,test_acc_mean,train_bacc_mean,test_bacc_mean,thread_time_std,process_time_std,raw_time_std,liczba_regul_std,srednia_dlugosc_reguly_std,suma_warunkow_std,train_acc_std,test_acc_std,train_bacc_std,test_bacc_std
horse-colic,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.43,0.43,0.43,3.4,3.275,10.8,0.82,0.824,0.795,0.796,0.049,0.049,0.049,0.966,0.448,2.3,0.015,0.091,0.025,0.113
horse-colic,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.495,0.495,0.495,12.4,3.029,37.5,0.868,0.829,0.853,0.807,0.129,0.129,0.129,2.011,0.194,6.005,0.012,0.078,0.014,0.089
horse-colic,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.477,0.477,0.477,4.0,3.025,12.1,0.824,0.818,0.812,0.805,0.138,0.138,0.138,0.0,0.219,0.876,0.02,0.087,0.016,0.098
horse-colic,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.466,0.466,0.466,8.1,2.857,23.1,0.854,0.826,0.844,0.818,0.066,0.066,0.066,0.316,0.194,1.101,0.014,0.071,0.012,0.088
horse-colic,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.49,0.49,0.49,27.0,3.106,84.1,0.887,0.84,0.871,0.823,0.037,0.037,0.037,2.867,0.124,11.357,0.011,0.064,0.012,0.074
horse-colic,RuleKit_mincov-5_measure-Correlation,2,0.582,0.582,0.582,13.8,2.645,36.5,0.861,0.823,0.862,0.828,0.174,0.174,0.174,1.135,0.189,4.089,0.015,0.086,0.01,0.078
horse-colic,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.566,0.566,0.566,19.5,2.718,53.0,0.87,0.815,0.866,0.813,0.078,0.078,0.078,0.707,0.147,3.399,0.017,0.065,0.013,0.058
horse-colic,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,0.786,0.786,0.786,41.2,3.241,133.4,0.858,0.785,0.858,0.785,0.199,0.199,0.199,3.938,0.08,11.825,0.01,0.08,0.009,0.083
horse-colic,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.518,0.518,0.518,11.1,2.76,29.5,0.855,0.813,0.846,0.806,0.067,0.067,0.067,4.841,0.475,12.483,0.017,0.069,0.034,0.064
horse-colic,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.488,0.488,0.488,5.4,2.396,13.0,0.845,0.824,0.832,0.807,0.093,0.093,0.093,1.075,0.261,3.333,0.013,0.068,0.016,0.077
horse-colic,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.465,0.465,0.465,4.2,2.34,9.8,0.828,0.799,0.815,0.782,0.114,0.114,0.114,0.422,0.168,0.919,0.014,0.055,0.016,0.065
horse-colic,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.537,0.537,0.537,8.4,2.418,20.3,0.851,0.834,0.845,0.823,0.167,0.167,0.167,0.516,0.1,1.337,0.016,0.044,0.013,0.059
horse-colic,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,0.525,0.525,0.525,12.7,2.555,32.4,0.867,0.84,0.865,0.835,0.07,0.07,0.07,1.703,0.081,4.088,0.006,0.037,0.008,0.034
horse-colic,rulefit,2,0.778,7.893,0.778,21.7,3.174,69.0,0.908,0.831,0.901,0.816,0.062,0.497,0.062,2.058,0.206,8.794,0.012,0.05,0.014,0.061
hungarian-heart-disease,AQ15,2,,,,,,,,,,,,,,,,,,,,
hungarian-heart-disease,BRCG,2,3.453,46.848,3.454,5.6,3.258,18.0,0.875,0.822,0.848,0.793,0.497,11.774,0.497,0.966,0.466,2.867,0.011,0.051,0.01,0.051
hungarian-heart-disease,CN2_default,2,1.175,1.175,1.175,62.0,1.578,97.9,0.502,0.436,0.606,0.515,0.079,0.079,0.079,3.559,0.069,8.089,0.17,0.158,0.133,0.117
hungarian-heart-disease,CN2_v2,2,0.658,0.658,0.658,40.7,1.775,72.2,0.947,0.755,0.946,0.726,0.171,0.171,0.171,2.627,0.088,5.574,0.041,0.042,0.031,0.054
hungarian-heart-disease,IDS,2,3.542,3.543,3.542,15.9,1.913,30.5,0.64,0.639,0.5,0.5,0.048,0.048,0.047,3.213,0.068,6.671,0.001,0.012,0.0,0.0
hungarian-heart-disease,JRip,2,0.005,0.006,0.005,1.8,1.417,2.7,0.836,0.785,0.81,0.755,0.002,0.002,0.002,0.632,0.403,1.418,0.014,0.051,0.017,0.061
hungarian-heart-disease,LORD,2,0.074,0.074,0.074,77.7,2.853,221.6,,0.82,,,0.051,0.051,0.051,4.596,0.122,14.447,,0.077,,
hungarian-heart-disease,MLRules,2,0.106,0.106,0.106,100.0,4.598,459.8,0.99,0.813,0.988,0.788,0.007,0.007,0.007,0.0,0.272,27.227,0.006,0.058,0.009,0.058
hungarian-heart-disease,OneR,2,0.0,0.001,0.0,3.9,1.0,3.9,0.823,0.81,0.793,0.779,0.0,0.0,0.0,0.316,0.0,0.316,0.004,0.05,0.005,0.057
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-C2,2,0.452,0.452,0.452,13.8,3.998,55.2,0.861,0.81,0.841,0.783,0.088,0.088,0.088,0.632,0.32,5.473,0.008,0.056,0.011,0.059
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.509,0.509,0.509,20.0,4.195,83.9,0.873,0.817,0.857,0.79,0.048,0.048,0.048,0.0,0.215,4.306,0.008,0.045,0.009,0.051
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.558,0.558,0.558,68.8,3.94,271.9,0.916,0.827,0.903,0.801,0.06,0.06,0.06,5.594,0.208,34.268,0.012,0.047,0.013,0.048
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.571,0.571,0.571,12.7,3.841,50.1,0.856,0.813,0.831,0.784,0.175,0.175,0.175,3.093,0.569,14.977,0.017,0.057,0.031,0.059
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.472,0.472,0.472,7.4,3.388,25.2,0.842,0.81,0.819,0.779,0.113,0.113,0.113,0.966,0.319,4.756,0.015,0.061,0.015,0.066
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.556,0.556,0.556,6.0,3.167,19.0,0.84,0.792,0.818,0.762,0.164,0.164,0.164,0.0,0.314,1.886,0.016,0.07,0.01,0.082
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.611,0.611,0.611,10.0,3.72,37.2,0.858,0.837,0.837,0.812,0.203,0.203,0.203,0.0,0.239,2.394,0.009,0.045,0.009,0.056
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.506,0.506,0.506,14.2,3.985,56.6,0.864,0.817,0.845,0.79,0.142,0.142,0.142,0.632,0.157,3.658,0.009,0.038,0.012,0.037
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.578,0.578,0.578,6.3,2.888,18.3,0.848,0.827,0.818,0.798,0.199,0.199,0.199,0.675,0.278,3.268,0.01,0.037,0.015,0.046
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.673,0.673,0.673,17.5,3.406,59.6,0.853,0.827,0.825,0.795,0.197,0.197,0.197,0.707,0.307,6.004,0.006,0.045,0.009,0.046
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,0.642,0.642,0.642,23.0,3.559,81.8,0.855,0.827,0.83,0.8,0.124,0.124,0.124,2.0,0.18,7.757,0.011,0.042,0.016,0.047
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.476,0.476,0.476,6.3,2.888,18.3,0.848,0.827,0.818,0.798,0.103,0.103,0.103,0.675,0.278,3.268,0.01,0.037,0.015,0.046
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.472,0.472,0.472,4.1,2.79,11.4,0.837,0.792,0.79,0.738,0.081,0.081,0.081,0.316,0.379,1.43,0.006,0.046,0.013,0.054
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.52,0.52,0.52,6.0,2.95,17.7,0.844,0.826,0.808,0.788,0.151,0.151,0.151,0.0,0.305,1.829,0.006,0.041,0.009,0.044
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,2,0.533,0.533,0.533,10.0,3.05,30.5,0.849,0.827,0.822,0.792,0.097,0.097,0.097,0.0,0.232,2.321,0.008,0.037,0.008,0.038
hungarian-heart-disease,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,0.508,0.508,0.508,6.8,3.012,20.6,0.848,0.823,0.814,0.786,0.159,0.159,0.159,1.033,0.336,4.477,0.009,0.041,0.016,0.043
hungarian-heart-disease,RuleKit_mincov-5_measure-C2,2,0.612,0.612,0.612,23.2,4.074,94.6,0.885,0.823,0.87,0.8,0.209,0.209,0.209,1.476,0.317,10.233,0.009,0.047,0.012,0.057
hungarian-heart-disease,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,0.551,0.551,0.551,20.0,4.195,83.9,0.873,0.817,0.857,0.79,0.072,0.072,0.072,0.0,0.215,4.306,0.008,0.045,0.009,0.051
hungarian-heart-disease,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,0.665,0.665,0.665,68.8,3.94,271.9,0.916,0.827,0.903,0.801,0.16,0.16,0.16,5.594,0.208,34.268,0.012,0.047,0.013,0.048
hungarian-heart-disease,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.515,0.515,0.515,4.4,2.9,12.9,0.814,0.759,0.769,0.709,0.152,0.152,0.152,0.843,0.428,3.843,0.041,0.078,0.022,0.071
hungarian-heart-disease,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.472,0.472,0.472,12.2,3.85,47.0,0.858,0.82,0.839,0.797,0.09,0.09,0.09,0.632,0.207,3.972,0.008,0.044,0.01,0.048
hungarian-heart-disease,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.549,0.549,0.549,6.0,3.167,19.0,0.84,0.792,0.818,0.762,0.189,0.189,0.189,0.0,0.314,1.886,0.016,0.07,0.01,0.082
hungarian-heart-disease,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.493,0.493,0.493,10.0,3.72,37.2,0.858,0.837,0.837,0.812,0.156,0.156,0.156,0.0,0.239,2.394,0.009,0.045,0.009,0.056
hungarian-heart-disease,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.474,0.474,0.474,23.4,4.367,102.2,0.885,0.823,0.871,0.8,0.046,0.046,0.046,1.647,0.311,10.539,0.012,0.043,0.017,0.051
hungarian-heart-disease,RuleKit_mincov-5_measure-Correlation,2,0.605,0.605,0.605,9.8,2.999,29.5,0.848,0.819,0.819,0.784,0.166,0.166,0.166,1.135,0.297,5.148,0.008,0.04,0.011,0.052
hungarian-heart-disease,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.576,0.576,0.576,17.5,3.406,59.6,0.853,0.827,0.825,0.795,0.078,0.078,0.078,0.707,0.307,6.004,0.006,0.045,0.009,0.046
hungarian-heart-disease,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,0.65,0.65,0.65,23.0,3.559,81.8,0.855,0.827,0.83,0.8,0.16,0.16,0.16,2.0,0.18,7.757,0.011,0.042,0.016,0.047
hungarian-heart-disease,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.572,0.572,0.572,9.8,2.999,29.5,0.848,0.819,0.819,0.784,0.123,0.123,0.123,1.135,0.297,5.148,0.008,0.04,0.011,0.052
hungarian-heart-disease,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.453,0.453,0.453,5.2,2.892,15.3,0.841,0.82,0.802,0.779,0.07,0.07,0.07,1.033,0.367,4.523,0.007,0.036,0.013,0.038
hungarian-heart-disease,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.481,0.481,0.481,6.0,2.95,17.7,0.844,0.826,0.808,0.788,0.072,0.072,0.072,0.0,0.305,1.829,0.006,0.041,0.009,0.044
hungarian-heart-disease,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.517,0.517,0.517,10.0,3.05,30.5,0.849,0.827,0.822,0.792,0.146,0.146,0.146,0.0,0.232,2.321,0.008,0.037,0.008,0.038
hungarian-heart-disease,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,0.625,0.625,0.625,10.2,3.08,31.3,0.849,0.83,0.822,0.797,0.179,0.179,0.179,1.135,0.233,3.164,0.008,0.038,0.008,0.038
hungarian-heart-disease,rulefit,2,0.767,5.424,0.768,26.8,3.022,80.9,0.904,0.836,0.874,0.796,0.058,0.371,0.058,2.044,0.205,7.325,0.016,0.057,0.02,0.074
hypothyroid,AQ15,4,,,,,,,,,,,,,,,,,,,,
hypothyroid,CN2_default,4,5.537,5.54,5.538,115.2,1.754,202.3,0.998,0.98,0.992,0.814,0.69,0.69,0.69,14.816,0.029,28.511,0.0,0.006,0.003,0.092
hypothyroid,CN2_v2,4,7.644,7.648,7.646,88.4,1.584,137.3,0.997,0.982,0.736,0.845,2.986,2.988,2.987,25.937,0.129,23.509,0.001,0.006,0.005,0.1
hypothyroid,IDS,4,5.556,5.56,5.557,16.3,1.963,32.0,0.923,0.923,0.25,0.316,0.11,0.11,0.11,2.627,0.033,5.27,0.0,0.002,0.0,0.035
hypothyroid,JRip,4,0.103,1.113,0.124,3.7,2.708,10.1,0.996,0.993,0.766,0.918,0.018,3.182,0.068,0.823,0.196,2.846,0.001,0.005,0.08,0.118
hypothyroid,LORD,4,,,,,,,,,,,,,,,,,,,,
hypothyroid,MLRules,4,1.723,1.733,1.723,100.0,4.524,452.4,0.999,0.994,0.75,0.917,0.045,0.046,0.045,0.0,0.057,5.7,0.0,0.004,0.001,0.112
hypothyroid,OneR,4,0.004,0.004,0.004,8.0,1.0,8.0,0.97,0.963,0.664,0.807,0.001,0.001,0.001,1.333,0.0,1.333,0.001,0.009,0.009,0.086
hypothyroid,RuleKit_mincov-10perMinClass_measure-C2,4,0.656,0.656,0.656,25.5,2.917,74.5,0.985,0.98,0.683,0.84,0.108,0.108,0.108,1.78,0.272,9.733,0.002,0.008,0.008,0.112
hypothyroid,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,4,0.581,0.581,0.581,25.3,3.26,82.5,0.995,0.991,0.758,0.898,0.075,0.075,0.075,1.059,0.162,5.72,0.002,0.005,0.082,0.103
hypothyroid,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,4,0.891,0.891,0.891,54.8,3.063,168.1,0.989,0.981,0.699,0.835,0.165,0.165,0.165,4.022,0.157,17.635,0.003,0.008,0.014,0.118
hypothyroid,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,4,0.492,0.492,0.492,9.6,3.819,35.9,0.99,0.985,0.97,0.898,0.089,0.089,0.089,2.066,0.433,4.864,0.007,0.012,0.011,0.114
hypothyroid,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,4,0.607,0.607,0.607,18.7,3.294,61.6,0.996,0.993,0.763,0.905,0.105,0.105,0.105,1.767,0.184,6.931,0.001,0.005,0.054,0.1
hypothyroid,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,4,0.492,0.492,0.492,10.8,3.547,38.3,0.994,0.991,0.979,0.896,0.172,0.172,0.172,0.422,0.129,1.829,0.002,0.004,0.008,0.108
hypothyroid,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,4,0.501,0.501,0.501,15.7,3.334,52.4,0.993,0.989,0.756,0.903,0.126,0.126,0.126,0.675,0.244,5.125,0.003,0.006,0.083,0.107
hypothyroid,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,4,0.735,0.735,0.735,29.7,3.137,93.1,0.993,0.988,0.723,0.883,0.101,0.101,0.101,2.751,0.247,10.661,0.002,0.008,0.011,0.123
hypothyroid,RuleKit_mincov-10perMinClass_measure-Correlation,4,1.156,1.156,1.156,23.9,2.257,54.1,0.973,0.97,0.62,0.768,0.115,0.115,0.115,2.025,0.183,7.666,0.008,0.014,0.034,0.111
hypothyroid,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,4,0.809,0.809,0.809,21.1,2.979,62.9,0.992,0.99,0.793,0.925,0.16,0.16,0.16,2.424,0.102,7.909,0.002,0.006,0.108,0.102
hypothyroid,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,4,1.74,1.74,1.74,36.4,2.523,91.8,0.981,0.98,0.663,0.841,0.149,0.149,0.149,2.271,0.186,8.509,0.008,0.01,0.04,0.105
hypothyroid,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,4,0.416,0.416,0.416,8.4,3.543,29.3,0.984,0.98,0.971,0.901,0.131,0.131,0.131,1.897,0.301,4.473,0.005,0.009,0.002,0.101
hypothyroid,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,4,0.642,0.642,0.642,17.2,2.959,50.9,0.989,0.988,0.905,0.925,0.125,0.125,0.125,0.919,0.293,5.801,0.005,0.007,0.105,0.102
hypothyroid,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,4,0.35,0.35,0.35,10.4,3.305,34.4,0.984,0.981,0.971,0.912,0.123,0.123,0.123,0.516,0.266,3.565,0.006,0.009,0.005,0.097
hypothyroid,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,4,0.59,0.59,0.59,15.6,2.91,45.5,0.989,0.986,0.976,0.921,0.099,0.099,0.099,0.699,0.207,5.017,0.002,0.006,0.007,0.1
hypothyroid,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,4,0.936,0.936,0.936,22.4,2.959,66.3,0.992,0.991,0.755,0.924,0.11,0.11,0.11,2.171,0.096,6.865,0.002,0.006,0.081,0.101
hypothyroid,RuleKit_mincov-5_measure-C2,4,0.689,0.689,0.689,25.5,2.917,74.5,0.985,0.98,0.683,0.84,0.111,0.111,0.111,1.78,0.272,9.733,0.002,0.008,0.008,0.112
hypothyroid,RuleKit_mincov-5_measure-C2_maxNbRules-10,4,0.639,0.639,0.639,25.3,3.26,82.5,0.995,0.991,0.758,0.898,0.099,0.099,0.099,1.059,0.162,5.72,0.002,0.005,0.082,0.103
hypothyroid,RuleKit_mincov-5_measure-C2_maxNbRules-100,4,0.874,0.874,0.874,54.8,3.063,168.1,0.989,0.981,0.699,0.835,0.211,0.211,0.211,4.022,0.157,17.635,0.003,0.008,0.014,0.118
hypothyroid,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,4,0.502,0.502,0.502,9.6,3.819,35.9,0.99,0.985,0.97,0.898,0.094,0.094,0.094,2.066,0.433,4.864,0.007,0.012,0.011,0.114
hypothyroid,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,4,0.536,0.536,0.536,18.7,3.294,61.6,0.996,0.993,0.763,0.905,0.085,0.085,0.085,1.767,0.184,6.931,0.001,0.005,0.054,0.1
hypothyroid,RuleKit_mincov-5_measure-C2_maxNbRules-3,4,0.465,0.465,0.465,10.8,3.547,38.3,0.994,0.991,0.979,0.896,0.134,0.134,0.134,0.422,0.129,1.829,0.002,0.004,0.008,0.108
hypothyroid,RuleKit_mincov-5_measure-C2_maxNbRules-5,4,0.533,0.533,0.533,15.7,3.334,52.4,0.993,0.989,0.756,0.903,0.138,0.138,0.138,0.675,0.244,5.125,0.003,0.006,0.083,0.107
hypothyroid,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,4,0.786,0.786,0.786,29.7,3.137,93.1,0.993,0.988,0.723,0.883,0.081,0.081,0.081,2.751,0.247,10.661,0.002,0.008,0.011,0.123
hypothyroid,RuleKit_mincov-5_measure-Correlation,4,1.22,1.22,1.22,23.9,2.257,54.1,0.973,0.97,0.62,0.768,0.138,0.138,0.138,2.025,0.183,7.666,0.008,0.014,0.034,0.111
hypothyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,4,0.855,0.855,0.855,21.1,2.979,62.9,0.992,0.99,0.793,0.925,0.165,0.165,0.165,2.424,0.102,7.909,0.002,0.006,0.108,0.102
hypothyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,4,1.756,1.756,1.756,36.4,2.523,91.8,0.981,0.98,0.663,0.841,0.128,0.128,0.128,2.271,0.186,8.509,0.008,0.01,0.04,0.105
hypothyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,4,0.542,0.542,0.542,8.4,3.543,29.3,0.984,0.98,0.971,0.901,0.136,0.136,0.136,1.897,0.301,4.473,0.005,0.009,0.002,0.101
hypothyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,4,0.709,0.709,0.709,17.2,2.959,50.9,0.989,0.988,0.905,0.925,0.115,0.115,0.115,0.919,0.293,5.801,0.005,0.007,0.105,0.102
hypothyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,4,0.383,0.383,0.383,10.4,3.305,34.4,0.984,0.981,0.971,0.912,0.119,0.119,0.119,0.516,0.266,3.565,0.006,0.009,0.005,0.097
hypothyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,4,0.606,0.606,0.606,15.6,2.91,45.5,0.989,0.986,0.976,0.921,0.109,0.109,0.109,0.699,0.207,5.017,0.002,0.006,0.007,0.1
hypothyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,4,0.951,0.951,0.951,22.4,2.959,66.3,0.992,0.991,0.755,0.924,0.204,0.204,0.204,2.171,0.096,6.865,0.002,0.006,0.081,0.101
ionosphere,AQ15,2,2.127,2.127,2.127,39.8,6.05,241.8,1.0,0.918,1.0,0.896,0.079,0.079,0.079,4.686,0.401,38.189,0.0,0.041,0.0,0.059
ionosphere,BRCG,2,1.893,73.139,1.893,10.7,1.902,20.3,0.975,0.903,0.966,0.885,0.238,13.915,0.238,1.337,0.062,2.111,0.005,0.041,0.007,0.047
ionosphere,CN2_default,2,20.243,20.25,20.246,156.9,1.917,304.9,1.0,0.629,1.0,0.692,7.731,7.734,7.732,58.444,0.094,118.824,0.0,0.143,0.0,0.104
ionosphere,CN2_v2,2,14.419,14.425,14.428,39.7,1.101,43.9,0.996,0.929,0.994,0.914,1.059,1.06,1.064,3.302,0.081,6.437,0.003,0.04,0.004,0.05
ionosphere,IDS,2,3.565,3.566,3.565,15.4,1.84,28.3,0.641,0.641,0.5,0.5,0.059,0.059,0.059,4.3,0.106,7.945,0.001,0.011,0.0,0.0
ionosphere,JRip,2,0.019,0.023,0.019,3.8,1.243,5.0,0.936,0.903,0.933,0.889,0.004,0.007,0.004,1.549,0.233,2.708,0.022,0.027,0.021,0.04
ionosphere,LORD,2,0.134,0.134,0.134,42.9,1.703,73.1,,0.903,,,0.166,0.166,0.166,3.381,0.053,6.59,,0.034,,
ionosphere,MLRules,2,0.186,0.186,0.186,100.0,4.009,400.9,1.0,0.943,1.0,0.934,0.007,0.007,0.007,0.0,0.153,15.3,0.0,0.032,0.0,0.043
ionosphere,OneR,2,0.002,0.002,0.002,6.8,1.0,6.8,0.871,0.815,0.857,0.788,0.0,0.0,0.0,1.476,0.0,1.476,0.007,0.045,0.016,0.058
ionosphere,RuleKit_mincov-10perMinClass_measure-C2,2,0.503,0.503,0.503,8.1,3.7,30.0,0.968,0.926,0.961,0.907,0.079,0.079,0.079,0.568,0.383,4.082,0.008,0.036,0.01,0.05
ionosphere,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.54,0.54,0.54,19.6,4.474,87.7,0.984,0.929,0.978,0.906,0.068,0.068,0.068,0.516,0.208,4.923,0.006,0.04,0.008,0.058
ionosphere,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.531,0.531,0.531,35.8,3.576,128.1,0.984,0.932,0.978,0.92,0.107,0.107,0.107,2.394,0.284,14.161,0.004,0.019,0.004,0.027
ionosphere,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.483,0.483,0.483,8.1,3.7,30.0,0.968,0.926,0.961,0.907,0.112,0.112,0.112,0.568,0.383,4.082,0.008,0.036,0.01,0.05
ionosphere,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.467,0.467,0.467,4.0,3.85,15.4,0.974,0.946,0.964,0.93,0.065,0.065,0.065,0.0,0.175,0.699,0.004,0.036,0.006,0.053
ionosphere,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.525,0.525,0.525,6.0,4.283,25.7,0.982,0.926,0.975,0.904,0.08,0.08,0.08,0.0,0.249,1.494,0.004,0.057,0.006,0.078
ionosphere,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.549,0.549,0.549,10.0,4.45,44.5,0.982,0.923,0.975,0.898,0.148,0.148,0.148,0.0,0.317,3.171,0.006,0.048,0.008,0.068
ionosphere,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.505,0.505,0.505,8.4,4.36,36.7,0.985,0.935,0.979,0.915,0.074,0.074,0.074,0.843,0.285,5.122,0.002,0.035,0.003,0.051
ionosphere,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.481,0.481,0.481,4.9,2.98,14.7,0.961,0.929,0.953,0.916,0.067,0.067,0.067,0.568,0.547,3.713,0.009,0.024,0.012,0.03
ionosphere,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.546,0.546,0.546,15.2,3.983,60.8,0.97,0.938,0.961,0.92,0.137,0.137,0.137,1.135,0.295,8.626,0.003,0.032,0.004,0.047
ionosphere,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,0.527,0.527,0.527,19.2,3.611,69.7,0.971,0.938,0.963,0.922,0.054,0.054,0.054,1.687,0.38,12.302,0.005,0.032,0.006,0.043
ionosphere,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.461,0.461,0.461,4.9,2.98,14.7,0.961,0.929,0.953,0.916,0.069,0.069,0.069,0.568,0.547,3.713,0.009,0.024,0.012,0.03
ionosphere,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.533,0.533,0.533,4.7,3.055,14.3,0.961,0.932,0.952,0.919,0.12,0.12,0.12,0.483,0.665,3.129,0.009,0.027,0.012,0.033
ionosphere,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.47,0.47,0.47,6.0,4.717,28.3,0.963,0.938,0.95,0.914,0.051,0.051,0.051,0.0,0.284,1.703,0.007,0.041,0.009,0.056
ionosphere,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,2,0.563,0.563,0.563,9.5,4.946,47.1,0.964,0.938,0.951,0.919,0.091,0.091,0.091,0.527,0.52,6.59,0.004,0.034,0.005,0.05
ionosphere,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,0.532,0.532,0.532,5.6,4.633,26.1,0.963,0.938,0.949,0.914,0.115,0.115,0.115,0.843,0.338,5.065,0.005,0.041,0.006,0.056
